Sample_Name,Depth,DO,Temperature,pH,Secchi.Depth
TBE25SEP05,5,0.74,0.3,NA,NA
TBE25SEP05,6,0.86,-0.4,NA,NA
TBE25SEP05,7,0.85,-1,NA,NA
TBH25SEP05,0,8.04,11.5,NA,NA
TBH25SEP05,1,7.87,10.3,NA,NA
TBH25SEP05,2,1.53,5.3,NA,NA
TBH25SEP05,3,0.61,1.6,NA,NA
TBH25SEP05,4,0.68,1.6,NA,NA
TBH25SEP05,5,0.74,0.3,NA,NA
TBH25SEP05,6,0.86,-0.4,NA,NA
TBH25SEP05,7,0.85,-1,NA,NA
TBE04OCT05,0,NA,NA,NA,NA
TBE04OCT05,1,NA,NA,NA,NA
TBE04OCT05,2,NA,NA,NA,NA
TBE04OCT05,3,NA,NA,NA,NA
TBE04OCT05,4,NA,NA,NA,NA
TBE04OCT05,5,NA,NA,NA,NA
TBE04OCT05,6,NA,NA,NA,NA
TBE04OCT05,7,NA,NA,NA,NA
TBH04OCT05,0,NA,NA,NA,NA
TBH04OCT05,1,NA,NA,NA,NA
TBH04OCT05,2,NA,NA,NA,NA
TBH04OCT05,3,NA,NA,NA,NA
TBH04OCT05,4,NA,NA,NA,NA
TBH04OCT05,5,NA,NA,NA,NA
TBH04OCT05,6,NA,NA,NA,NA
TBH04OCT05,7,NA,NA,NA,NA
TBE09OCT05,0,7.12,15.8,NA,NA
TBE09OCT05,1,5.54,11.4,NA,NA
TBE09OCT05,2,6.01,10.6,NA,NA
TBE09OCT05,3,0.19,6.8,NA,NA
TBE09OCT05,4,0.13,6.8,NA,NA
TBE09OCT05,5,0.12,5.3,NA,NA
TBE09OCT05,6,0.11,5,NA,NA
TBE09OCT05,7,0.11,4.7,NA,NA
TBH09OCT05,0,7.12,15.8,NA,NA
TBH09OCT05,1,5.54,11.4,NA,NA
TBH09OCT05,2,6.01,10.6,NA,NA
TBH09OCT05,3,0.19,6.8,NA,NA
TBH09OCT05,4,0.13,6.8,NA,NA
TBH09OCT05,5,0.12,5.3,NA,NA
TBH09OCT05,6,0.11,5,NA,NA
TBH09OCT05,7,0.11,4.7,NA,NA
TBE17OCT05,0,10.75,10.4,NA,NA
TBE17OCT05,1,9.15,10.1,NA,NA
TBE17OCT05,2,8.79,9.9,NA,NA
TBE17OCT05,3,6.46,8.5,NA,NA
TBE17OCT05,4,1.36,8.5,NA,NA
TBE17OCT05,5,1.5,6.2,NA,NA
TBE17OCT05,6,1.63,5.4,NA,NA
TBE17OCT05,7,1.7,4.6,NA,NA
TBH17OCT05,0,10.75,10.4,NA,NA
TBH17OCT05,1,9.15,10.1,NA,NA
TBH17OCT05,2,8.79,9.9,NA,NA
TBH17OCT05,3,6.46,8.5,NA,NA
TBH17OCT05,4,1.36,8.5,NA,NA
TBH17OCT05,5,1.5,6.2,NA,NA
TBH17OCT05,6,1.63,5.4,NA,NA
TBH17OCT05,7,1.7,4.6,NA,NA
TBE04NOV05,0,NA,NA,NA,NA
TBE04NOV05,1,NA,NA,NA,NA
TBE04NOV05,2,NA,NA,NA,NA
TBE04NOV05,3,NA,NA,NA,NA
TBE04NOV05,4,NA,NA,NA,NA
TBE04NOV05,5,NA,NA,NA,NA
TBE04NOV05,6,NA,NA,NA,NA
TBE04NOV05,7,NA,NA,NA,NA
TBH04NOV05,0,NA,NA,NA,NA
TBH04NOV05,1,NA,NA,NA,NA
TBH04NOV05,2,NA,NA,NA,NA
TBH04NOV05,3,NA,NA,NA,NA
TBH04NOV05,4,NA,NA,NA,NA
TBH04NOV05,5,NA,NA,NA,NA
TBH04NOV05,6,NA,NA,NA,NA
TBH04NOV05,7,NA,NA,NA,NA
TBE18NOV05,0,NA,NA,NA,NA
TBE18NOV05,1,NA,NA,NA,NA
TBE18NOV05,2,NA,NA,NA,NA
TBE18NOV05,3,NA,NA,NA,NA
TBE18NOV05,4,NA,NA,NA,NA
TBE18NOV05,5,NA,NA,NA,NA
TBE18NOV05,6,NA,NA,NA,NA
TBE18NOV05,7,NA,NA,NA,NA
TBH18NOV05,0,NA,NA,NA,NA
TBH18NOV05,1,NA,NA,NA,NA
TBH18NOV05,2,NA,NA,NA,NA
TBH18NOV05,3,NA,NA,NA,NA
TBH18NOV05,4,NA,NA,NA,NA
TBH18NOV05,5,NA,NA,NA,NA
TBH18NOV05,6,NA,NA,NA,NA
TBH18NOV05,7,NA,NA,NA,NA
MAE01JUN05,0,7.6,19.9,NA,NA
MAE01JUN05,1,7.7,19.7,NA,NA
MAE01JUN05,2,7.4,11.1,NA,NA
MAE01JUN05,3,1,5.6,NA,NA
MAE01JUN05,4,0.8,4.8,NA,NA
MAE01JUN05,5,0.6,4.8,NA,NA
MAE01JUN05,6,0.6,4.8,NA,NA
MAE01JUN05,7,0.5,4.7,NA,NA
MAE01JUN05,8,0.5,4.7,NA,NA
MAE01JUN05,9,0.4,4.7,NA,NA
MAE01JUN05,10,0.4,4.7,NA,NA
MAE01JUN05,11,0.4,4.7,NA,NA
MAE01JUN05,12,0.4,4.7,NA,NA
MAE01JUN05,13,0.4,4.7,NA,NA
MAE01JUN05,14,NA,NA,NA,NA
MAE01JUN05,15,NA,NA,NA,NA
MAE01JUN05,18,NA,NA,NA,NA
MAE01JUN05,20,NA,NA,NA,NA
MAH01JUN05,0,7.6,19.9,NA,NA
MAH01JUN05,1,7.7,19.7,NA,NA
MAH01JUN05,2,7.4,11.1,NA,NA
MAH01JUN05,3,1,5.6,NA,NA
MAH01JUN05,4,0.8,4.8,NA,NA
MAH01JUN05,5,0.6,4.8,NA,NA
MAH01JUN05,6,0.6,4.8,NA,NA
MAH01JUN05,7,0.5,4.7,NA,NA
MAH01JUN05,8,0.5,4.7,NA,NA
MAH01JUN05,9,0.4,4.7,NA,NA
MAH01JUN05,10,0.4,4.7,NA,NA
MAH01JUN05,11,0.4,4.7,NA,NA
MAH01JUN05,12,0.4,4.7,NA,NA
MAH01JUN05,13,0.4,4.7,NA,NA
MAH01JUN05,14,NA,NA,NA,NA
MAH01JUN05,15,NA,NA,NA,NA
MAH01JUN05,18,NA,NA,NA,NA
MAH01JUN05,20,NA,NA,NA,NA
MAE08JUN05,0,NA,NA,NA,NA
MAE08JUN05,1,NA,NA,NA,NA
MAE08JUN05,2,NA,NA,NA,NA
MAE08JUN05,3,NA,NA,NA,NA
MAE08JUN05,4,NA,NA,NA,NA
MAE08JUN05,5,NA,NA,NA,NA
MAE08JUN05,6,NA,NA,NA,NA
MAE08JUN05,7,NA,NA,NA,NA
MAE08JUN05,8,NA,NA,NA,NA
MAE08JUN05,9,NA,NA,NA,NA
MAE08JUN05,10,NA,NA,NA,NA
MAE08JUN05,11,NA,NA,NA,NA
MAE08JUN05,12,NA,NA,NA,NA
MAE08JUN05,13,NA,NA,NA,NA
MAE08JUN05,14,NA,NA,NA,NA
MAE08JUN05,15,NA,NA,NA,NA
MAE08JUN05,18,NA,NA,NA,NA
MAE08JUN05,20,NA,NA,NA,NA
MAH08JUN05,0,NA,NA,NA,NA
MAH08JUN05,1,NA,NA,NA,NA
MAH08JUN05,2,NA,NA,NA,NA
MAH08JUN05,3,NA,NA,NA,NA
MAH08JUN05,4,NA,NA,NA,NA
MAH08JUN05,5,NA,NA,NA,NA
MAH08JUN05,6,NA,NA,NA,NA
MAH08JUN05,7,NA,NA,NA,NA
MAH08JUN05,8,NA,NA,NA,NA
MAH08JUN05,9,NA,NA,NA,NA
MAH08JUN05,10,NA,NA,NA,NA
MAH08JUN05,11,NA,NA,NA,NA
MAH08JUN05,12,NA,NA,NA,NA
MAH08JUN05,13,NA,NA,NA,NA
MAH08JUN05,14,NA,NA,NA,NA
MAH08JUN05,15,NA,NA,NA,NA
MAH08JUN05,18,NA,NA,NA,NA
MAH08JUN05,20,NA,NA,NA,NA
MAE15JUN05,0,7.5,22.3,NA,NA
MAE15JUN05,1,7.8,20.7,NA,NA
MAE15JUN05,2,5.9,12.8,NA,NA
MAE15JUN05,3,0.9,6.4,NA,NA
MAE15JUN05,4,0.8,5,NA,NA
MAE15JUN05,5,0.8,4.8,NA,NA
MAE15JUN05,6,0.8,4.9,NA,NA
MAE15JUN05,7,0.7,4.9,NA,NA
MAE15JUN05,8,0.7,4.9,NA,NA
MAE15JUN05,9,0.7,4.9,NA,NA
MAE15JUN05,10,0.7,4.9,NA,NA
MAE15JUN05,11,NA,NA,NA,NA
MAE15JUN05,12,NA,NA,NA,NA
MAE15JUN05,13,NA,NA,NA,NA
MAE15JUN05,14,NA,NA,NA,NA
MAE15JUN05,15,NA,NA,NA,NA
MAE15JUN05,18,NA,NA,NA,NA
MAE15JUN05,20,NA,NA,NA,NA
MAH15JUN05,0,7.5,22.3,NA,NA
MAH15JUN05,1,7.8,20.7,NA,NA
MAH15JUN05,2,5.9,12.8,NA,NA
MAH15JUN05,3,0.9,6.4,NA,NA
MAH15JUN05,4,0.8,5,NA,NA
MAH15JUN05,5,0.8,4.8,NA,NA
MAH15JUN05,6,0.8,4.9,NA,NA
MAH15JUN05,7,0.7,4.9,NA,NA
MAH15JUN05,8,0.7,4.9,NA,NA
MAH15JUN05,9,0.7,4.9,NA,NA
MAH15JUN05,10,0.7,4.9,NA,NA
MAH15JUN05,11,NA,NA,NA,NA
MAH15JUN05,12,NA,NA,NA,NA
MAH15JUN05,13,NA,NA,NA,NA
MAH15JUN05,14,NA,NA,NA,NA
MAH15JUN05,15,NA,NA,NA,NA
MAH15JUN05,18,NA,NA,NA,NA
MAH15JUN05,20,NA,NA,NA,NA
MAE22JUN05,0,8.5,25.9,NA,NA
MAE22JUN05,1,8.5,23.2,NA,NA
MAE22JUN05,2,7.6,14.1,NA,NA
MAE22JUN05,3,1.3,6.6,NA,NA
MAE22JUN05,4,0.4,5.2,NA,NA
MAE22JUN05,5,0.4,4.7,NA,NA
MAE22JUN05,6,0.3,4.5,NA,NA
MAE22JUN05,7,0.3,4.7,NA,NA
MAE22JUN05,8,0.3,4.7,NA,NA
MAE22JUN05,9,0.3,4.7,NA,NA
MAE22JUN05,10,0.3,4.7,NA,NA
MAE22JUN05,11,NA,NA,NA,NA
MAE22JUN05,12,NA,NA,NA,NA
MAE22JUN05,13,NA,NA,NA,NA
MAE22JUN05,14,NA,NA,NA,NA
MAE22JUN05,15,NA,NA,NA,NA
MAE22JUN05,18,NA,NA,NA,NA
MAE22JUN05,20,NA,NA,NA,NA
MAH22JUN05,0,8.5,25.9,NA,NA
MAH22JUN05,1,8.5,23.2,NA,NA
MAH22JUN05,2,7.6,14.1,NA,NA
MAH22JUN05,3,1.3,6.6,NA,NA
MAH22JUN05,4,0.4,5.2,NA,NA
MAH22JUN05,5,0.4,4.7,NA,NA
MAH22JUN05,6,0.3,4.5,NA,NA
MAH22JUN05,7,0.3,4.7,NA,NA
MAH22JUN05,8,0.3,4.7,NA,NA
MAH22JUN05,9,0.3,4.7,NA,NA
MAH22JUN05,10,0.3,4.7,NA,NA
MAH22JUN05,11,NA,NA,NA,NA
MAH22JUN05,12,NA,NA,NA,NA
MAH22JUN05,13,NA,NA,NA,NA
MAH22JUN05,14,NA,NA,NA,NA
MAH22JUN05,15,NA,NA,NA,NA
MAH22JUN05,18,NA,NA,NA,NA
MAH22JUN05,20,NA,NA,NA,NA
MAE29JUN05,0,7.2,22.4,NA,NA
MAE29JUN05,1,6.9,22.4,NA,NA
MAE29JUN05,2,7.3,15.5,NA,NA
MAE29JUN05,3,0.5,7.2,NA,NA
MAE29JUN05,4,0.4,5.6,NA,NA
MAE29JUN05,5,0.3,4.8,NA,NA
MAE29JUN05,6,0.3,4.8,NA,NA
MAE29JUN05,7,0.3,4.7,NA,NA
MAE29JUN05,8,0.2,4.7,NA,NA
MAE29JUN05,9,0.2,4.7,NA,NA
MAE29JUN05,10,NA,NA,NA,NA
MAE29JUN05,11,NA,NA,NA,NA
MAE29JUN05,12,NA,NA,NA,NA
MAE29JUN05,13,NA,NA,NA,NA
MAE29JUN05,14,NA,NA,NA,NA
MAE29JUN05,15,NA,NA,NA,NA
MAE29JUN05,18,NA,NA,NA,NA
MAE29JUN05,20,NA,NA,NA,NA
MAH29JUN05,0,7.2,22.4,NA,NA
MAH29JUN05,1,6.9,22.4,NA,NA
MAH29JUN05,2,7.3,15.5,NA,NA
MAH29JUN05,3,0.5,7.2,NA,NA
MAH29JUN05,4,0.4,5.6,NA,NA
MAH29JUN05,5,0.3,4.8,NA,NA
MAH29JUN05,6,0.3,4.8,NA,NA
MAH29JUN05,7,0.3,4.7,NA,NA
MAH29JUN05,8,0.2,4.7,NA,NA
MAH29JUN05,9,0.2,4.7,NA,NA
MAH29JUN05,10,NA,NA,NA,NA
MAH29JUN05,11,NA,NA,NA,NA
MAH29JUN05,12,NA,NA,NA,NA
MAH29JUN05,13,NA,NA,NA,NA
MAH29JUN05,14,NA,NA,NA,NA
MAH29JUN05,15,NA,NA,NA,NA
MAH29JUN05,18,NA,NA,NA,NA
MAH29JUN05,20,NA,NA,NA,NA
MAE06JUL05,0,7.9,19.5,NA,NA
MAE06JUL05,1,8.2,19.6,NA,NA
MAE06JUL05,2,5.5,16.2,NA,NA
MAE06JUL05,3,2.9,8.6,NA,NA
MAE06JUL05,4,2.7,5.4,NA,NA
MAE06JUL05,5,2.7,4.9,NA,NA
MAE06JUL05,6,2.8,4.8,NA,NA
MAE06JUL05,7,2.5,4.7,NA,NA
MAE06JUL05,8,2.4,4.8,NA,NA
MAE06JUL05,9,2.3,4.6,NA,NA
MAE06JUL05,10,NA,NA,NA,NA
MAE06JUL05,11,NA,NA,NA,NA
MAE06JUL05,12,NA,NA,NA,NA
MAE06JUL05,13,NA,NA,NA,NA
MAE06JUL05,14,NA,NA,NA,NA
MAE06JUL05,15,NA,NA,NA,NA
MAE06JUL05,18,NA,NA,NA,NA
MAE06JUL05,20,NA,NA,NA,NA
MAH06JUL05,0,7.9,19.5,NA,NA
MAH06JUL05,1,8.2,19.6,NA,NA
MAH06JUL05,2,5.5,16.2,NA,NA
MAH06JUL05,3,2.9,8.6,NA,NA
MAH06JUL05,4,2.7,5.4,NA,NA
MAH06JUL05,5,2.7,4.9,NA,NA
MAH06JUL05,6,2.8,4.8,NA,NA
MAH06JUL05,7,2.5,4.7,NA,NA
MAH06JUL05,8,2.4,4.8,NA,NA
MAH06JUL05,9,2.3,4.6,NA,NA
MAH06JUL05,10,NA,NA,NA,NA
MAH06JUL05,11,NA,NA,NA,NA
MAH06JUL05,12,NA,NA,NA,NA
MAH06JUL05,13,NA,NA,NA,NA
MAH06JUL05,14,NA,NA,NA,NA
MAH06JUL05,15,NA,NA,NA,NA
MAH06JUL05,18,NA,NA,NA,NA
MAH06JUL05,20,NA,NA,NA,NA
MAE13JUL05,0,6.7,24,NA,NA
MAE13JUL05,1,6.1,22.8,NA,NA
MAE13JUL05,2,2.2,14.6,NA,NA
MAE13JUL05,3,1.8,5.3,NA,NA
MAE13JUL05,4,1.6,3.8,NA,NA
MAE13JUL05,5,1.5,3.4,NA,NA
MAE13JUL05,6,1.4,3.5,NA,NA
MAE13JUL05,7,1.3,3.6,NA,NA
MAE13JUL05,8,1.3,3.7,NA,NA
MAE13JUL05,9,1.1,3.8,NA,NA
MAE13JUL05,10,NA,NA,NA,NA
MAE13JUL05,11,NA,NA,NA,NA
MAE13JUL05,12,NA,NA,NA,NA
MAE13JUL05,13,NA,NA,NA,NA
MAE13JUL05,14,NA,NA,NA,NA
MAE13JUL05,15,NA,NA,NA,NA
MAE13JUL05,18,NA,NA,NA,NA
MAE13JUL05,20,NA,NA,NA,NA
MAH13JUL05,0,6.7,24,NA,NA
MAH13JUL05,1,6.1,22.8,NA,NA
MAH13JUL05,2,2.2,14.6,NA,NA
MAH13JUL05,3,1.8,5.3,NA,NA
MAH13JUL05,4,1.6,3.8,NA,NA
MAH13JUL05,5,1.5,3.4,NA,NA
MAH13JUL05,6,1.4,3.5,NA,NA
MAH13JUL05,7,1.3,3.6,NA,NA
MAH13JUL05,8,1.3,3.7,NA,NA
MAH13JUL05,9,1.1,3.8,NA,NA
MAH13JUL05,10,NA,NA,NA,NA
MAH13JUL05,11,NA,NA,NA,NA
MAH13JUL05,12,NA,NA,NA,NA
MAH13JUL05,13,NA,NA,NA,NA
MAH13JUL05,14,NA,NA,NA,NA
MAH13JUL05,15,NA,NA,NA,NA
MAH13JUL05,18,NA,NA,NA,NA
MAH13JUL05,20,NA,NA,NA,NA
MAE20JUL05,0,6.5,23.5,NA,NA
MAE20JUL05,1,6.6,23.4,NA,NA
MAE20JUL05,2,2.3,17.2,NA,NA
MAE20JUL05,3,1.4,8.1,NA,NA
MAE20JUL05,4,1.2,5.7,NA,NA
MAE20JUL05,5,1.2,5,NA,NA
MAE20JUL05,6,1.3,4.7,NA,NA
MAE20JUL05,7,1.3,4.8,NA,NA
MAE20JUL05,8,1.2,4.7,NA,NA
MAE20JUL05,9,1.2,4.7,NA,NA
MAE20JUL05,10,1,4.8,NA,NA
MAE20JUL05,11,NA,NA,NA,NA
MAE20JUL05,12,NA,NA,NA,NA
MAE20JUL05,13,NA,NA,NA,NA
MAE20JUL05,14,NA,NA,NA,NA
MAE20JUL05,15,NA,NA,NA,NA
MAE20JUL05,18,NA,NA,NA,NA
MAE20JUL05,20,NA,NA,NA,NA
MAH20JUL05,0,6.5,23.5,NA,NA
MAH20JUL05,1,6.6,23.4,NA,NA
MAH20JUL05,2,2.3,17.2,NA,NA
MAH20JUL05,3,1.4,8.1,NA,NA
MAH20JUL05,4,1.2,5.7,NA,NA
MAH20JUL05,5,1.2,5,NA,NA
MAH20JUL05,6,1.3,4.7,NA,NA
MAH20JUL05,7,1.3,4.8,NA,NA
MAH20JUL05,8,1.2,4.7,NA,NA
MAH20JUL05,9,1.2,4.7,NA,NA
MAH20JUL05,10,1,4.8,NA,NA
MAH20JUL05,11,NA,NA,NA,NA
MAH20JUL05,12,NA,NA,NA,NA
MAH20JUL05,13,NA,NA,NA,NA
MAH20JUL05,14,NA,NA,NA,NA
MAH20JUL05,15,NA,NA,NA,NA
MAH20JUL05,18,NA,NA,NA,NA
MAH20JUL05,20,NA,NA,NA,NA
MAE27JUL05,0,7,17.2,NA,NA
MAE27JUL05,1,6.9,16.8,NA,NA
MAE27JUL05,2,1,15.1,NA,NA
MAE27JUL05,3,0.9,4,NA,NA
MAE27JUL05,4,0.9,3,NA,NA
MAE27JUL05,5,1.1,2.3,NA,NA
MAE27JUL05,6,1.3,2.3,NA,NA
MAE27JUL05,7,1.3,2.3,NA,NA
MAE27JUL05,8,1.2,2.1,NA,NA
MAE27JUL05,9,1.1,1.9,NA,NA
MAE27JUL05,10,1,1.8,NA,NA
MAE27JUL05,11,0.7,1.4,NA,NA
MAE27JUL05,12,0.7,0.6,NA,NA
MAE27JUL05,13,NA,NA,NA,NA
MAE27JUL05,14,NA,NA,NA,NA
MAE27JUL05,15,NA,NA,NA,NA
MAE27JUL05,18,NA,NA,NA,NA
MAE27JUL05,20,NA,NA,NA,NA
MAH27JUL05,0,7,17.2,NA,NA
MAH27JUL05,1,6.9,16.8,NA,NA
MAH27JUL05,2,1,15.1,NA,NA
MAH27JUL05,3,0.9,4,NA,NA
MAH27JUL05,4,0.9,3,NA,NA
MAH27JUL05,5,1.1,2.3,NA,NA
MAH27JUL05,6,1.3,2.3,NA,NA
MAH27JUL05,7,1.3,2.3,NA,NA
MAH27JUL05,8,1.2,2.1,NA,NA
MAH27JUL05,9,1.1,1.9,NA,NA
MAH27JUL05,10,1,1.8,NA,NA
MAH27JUL05,11,0.7,1.4,NA,NA
MAH27JUL05,12,0.7,0.6,NA,NA
MAH27JUL05,13,NA,NA,NA,NA
MAH27JUL05,14,NA,NA,NA,NA
MAH27JUL05,15,NA,NA,NA,NA
MAH27JUL05,18,NA,NA,NA,NA
MAH27JUL05,20,NA,NA,NA,NA
MAE03AUG05,0,7.6,23.3,NA,NA
MAE03AUG05,1,8.6,21.1,NA,NA
MAE03AUG05,2,1.6,15.3,NA,NA
MAE03AUG05,3,0.8,6.7,NA,NA
MAE03AUG05,4,0.9,4.7,NA,NA
MAE03AUG05,5,1,4.1,NA,NA
MAE03AUG05,6,1,4.4,NA,NA
MAE03AUG05,7,1,4.6,NA,NA
MAE03AUG05,8,0.9,4.6,NA,NA
MAE03AUG05,9,0.9,4.5,NA,NA
MAE03AUG05,10,0.8,4.6,NA,NA
MAE03AUG05,11,0.8,4.6,NA,NA
MAE03AUG05,12,0.8,4.6,NA,NA
MAE03AUG05,13,0.8,4.6,NA,NA
MAE03AUG05,14,0.8,4.6,NA,NA
MAE03AUG05,15,NA,NA,NA,NA
MAE03AUG05,18,NA,NA,NA,NA
MAE03AUG05,20,NA,NA,NA,NA
MAH03AUG05,0,7.6,23.3,NA,NA
MAH03AUG05,1,8.6,21.1,NA,NA
MAH03AUG05,2,1.6,15.3,NA,NA
MAH03AUG05,3,0.8,6.7,NA,NA
MAH03AUG05,4,0.9,4.7,NA,NA
MAH03AUG05,5,1,4.1,NA,NA
MAH03AUG05,6,1,4.4,NA,NA
MAH03AUG05,7,1,4.6,NA,NA
MAH03AUG05,8,0.9,4.6,NA,NA
MAH03AUG05,9,0.9,4.5,NA,NA
MAH03AUG05,10,0.8,4.6,NA,NA
MAH03AUG05,11,0.8,4.6,NA,NA
MAH03AUG05,12,0.8,4.6,NA,NA
MAH03AUG05,13,0.8,4.6,NA,NA
MAH03AUG05,14,0.8,4.6,NA,NA
MAH03AUG05,15,NA,NA,NA,NA
MAH03AUG05,18,NA,NA,NA,NA
MAH03AUG05,20,NA,NA,NA,NA
MAE11AUG05,0,8.4,21.6,NA,NA
MAE11AUG05,1,8.4,21.6,NA,NA
MAE11AUG05,2,3,18,NA,NA
MAE11AUG05,3,2.2,8.8,NA,NA
MAE11AUG05,4,1.9,5.7,NA,NA
MAE11AUG05,5,1.8,4.3,NA,NA
MAE11AUG05,6,1.6,4.1,NA,NA
MAE11AUG05,7,1.7,4.1,NA,NA
MAE11AUG05,8,1.8,4.2,NA,NA
MAE11AUG05,9,1.8,4.2,NA,NA
MAE11AUG05,10,1.8,4.3,NA,NA
MAE11AUG05,11,1.8,4.3,NA,NA
MAE11AUG05,12,1.7,4.3,NA,NA
MAE11AUG05,13,NA,NA,NA,NA
MAE11AUG05,14,NA,NA,NA,NA
MAE11AUG05,15,NA,NA,NA,NA
MAE11AUG05,18,NA,NA,NA,NA
MAE11AUG05,20,NA,NA,NA,NA
MAH11AUG05,0,8.4,21.6,NA,NA
MAH11AUG05,1,8.4,21.6,NA,NA
MAH11AUG05,2,3,18,NA,NA
MAH11AUG05,3,2.2,8.8,NA,NA
MAH11AUG05,4,1.9,5.7,NA,NA
MAH11AUG05,5,1.8,4.3,NA,NA
MAH11AUG05,6,1.6,4.1,NA,NA
MAH11AUG05,7,1.7,4.1,NA,NA
MAH11AUG05,8,1.8,4.2,NA,NA
MAH11AUG05,9,1.8,4.2,NA,NA
MAH11AUG05,10,1.8,4.3,NA,NA
MAH11AUG05,11,1.8,4.3,NA,NA
MAH11AUG05,12,1.7,4.3,NA,NA
MAH11AUG05,13,NA,NA,NA,NA
MAH11AUG05,14,NA,NA,NA,NA
MAH11AUG05,15,NA,NA,NA,NA
MAH11AUG05,18,NA,NA,NA,NA
MAH11AUG05,20,NA,NA,NA,NA
MAE18AUG05,0,NA,NA,NA,NA
MAE18AUG05,1,NA,NA,NA,NA
MAE18AUG05,2,NA,NA,NA,NA
MAE18AUG05,3,NA,NA,NA,NA
MAE18AUG05,4,NA,NA,NA,NA
MAE18AUG05,5,NA,NA,NA,NA
MAE18AUG05,6,NA,NA,NA,NA
MAE18AUG05,7,NA,NA,NA,NA
MAE18AUG05,8,NA,NA,NA,NA
MAE18AUG05,9,NA,NA,NA,NA
MAE18AUG05,10,NA,NA,NA,NA
MAE18AUG05,11,NA,NA,NA,NA
MAE18AUG05,12,NA,NA,NA,NA
MAE18AUG05,13,NA,NA,NA,NA
MAE18AUG05,14,NA,NA,NA,NA
MAE18AUG05,15,NA,NA,NA,NA
MAE18AUG05,18,NA,NA,NA,NA
MAE18AUG05,20,NA,NA,NA,NA
MAH18AUG05,0,NA,NA,NA,NA
MAH18AUG05,1,NA,NA,NA,NA
MAH18AUG05,2,NA,NA,NA,NA
MAH18AUG05,3,NA,NA,NA,NA
MAH18AUG05,4,NA,NA,NA,NA
MAH18AUG05,5,NA,NA,NA,NA
MAH18AUG05,6,NA,NA,NA,NA
MAH18AUG05,7,NA,NA,NA,NA
MAH18AUG05,8,NA,NA,NA,NA
MAH18AUG05,9,NA,NA,NA,NA
MAH18AUG05,10,NA,NA,NA,NA
MAH18AUG05,11,NA,NA,NA,NA
MAH18AUG05,12,NA,NA,NA,NA
MAH18AUG05,13,NA,NA,NA,NA
MAH18AUG05,14,NA,NA,NA,NA
MAH18AUG05,15,NA,NA,NA,NA
MAH18AUG05,18,NA,NA,NA,NA
MAH18AUG05,20,NA,NA,NA,NA
MAE24AUG05,0,7.7,16.5,NA,NA
MAE24AUG05,1,7.4,16,NA,NA
MAE24AUG05,2,6,15.2,NA,NA
MAE24AUG05,3,0.8,9.3,NA,NA
MAE24AUG05,4,0.5,5.2,NA,NA
MAE24AUG05,5,0.6,2,NA,NA
MAE24AUG05,6,0.5,1.7,NA,NA
MAE24AUG05,7,0.6,1.4,NA,NA
MAE24AUG05,8,0.6,1.5,NA,NA
MAE24AUG05,9,0.6,1.5,NA,NA
MAE24AUG05,10,0.5,1.4,NA,NA
MAE24AUG05,11,0.5,1.4,NA,NA
MAE24AUG05,12,0.5,1.3,NA,NA
MAE24AUG05,13,0.5,1.2,NA,NA
MAE24AUG05,14,0.5,1,NA,NA
MAE24AUG05,15,NA,NA,NA,NA
MAE24AUG05,18,NA,NA,NA,NA
MAE24AUG05,20,NA,NA,NA,NA
MAH24AUG05,0,7.7,16.5,NA,NA
MAH24AUG05,1,7.4,16,NA,NA
MAH24AUG05,2,6,15.2,NA,NA
MAH24AUG05,3,0.8,9.3,NA,NA
MAH24AUG05,4,0.5,5.2,NA,NA
MAH24AUG05,5,0.6,2,NA,NA
MAH24AUG05,6,0.5,1.7,NA,NA
MAH24AUG05,7,0.6,1.4,NA,NA
MAH24AUG05,8,0.6,1.5,NA,NA
MAH24AUG05,9,0.6,1.5,NA,NA
MAH24AUG05,10,0.5,1.4,NA,NA
MAH24AUG05,11,0.5,1.4,NA,NA
MAH24AUG05,12,0.5,1.3,NA,NA
MAH24AUG05,13,0.5,1.2,NA,NA
MAH24AUG05,14,0.5,1,NA,NA
MAH24AUG05,15,NA,NA,NA,NA
MAH24AUG05,18,NA,NA,NA,NA
MAH24AUG05,20,NA,NA,NA,NA
MAE30AUG05,0,8.57,17.2,NA,NA
MAE30AUG05,1,8.54,18.1,NA,NA
MAE30AUG05,2,4.76,14.6,NA,NA
MAE30AUG05,3,0.55,6.9,NA,NA
MAE30AUG05,4,0.52,5,NA,NA
MAE30AUG05,5,0.55,3,NA,NA
MAE30AUG05,6,0.61,2,NA,NA
MAE30AUG05,7,0.65,1.9,NA,NA
MAE30AUG05,8,0.7,2,NA,NA
MAE30AUG05,9,0.64,1,NA,NA
MAE30AUG05,10,0.64,0.64,NA,NA
MAE30AUG05,11,NA,NA,NA,NA
MAE30AUG05,12,NA,NA,NA,NA
MAE30AUG05,13,NA,NA,NA,NA
MAE30AUG05,14,0.61,2,NA,NA
MAE30AUG05,15,NA,NA,NA,NA
MAE30AUG05,18,0.65,2.2,NA,NA
MAE30AUG05,20,0.61,2.2,NA,NA
MAH30AUG05,0,8.57,17.2,NA,NA
MAH30AUG05,1,8.54,18.1,NA,NA
MAH30AUG05,2,4.76,14.6,NA,NA
MAH30AUG05,3,0.55,6.9,NA,NA
MAH30AUG05,4,0.52,5,NA,NA
