Plant group,Genus,Species,Ploidy level,1C (pg),Original Reference,Paper
Angiosperm,Lupinus,arboreus,,0.9,"Bennett and Smith, 1976 (Ref. 2)",1976
Angiosperm,Senecio,squalidus,2,0.9,"Bennett and Smith, 1976 (Ref. 2)",1976
Angiosperm,Callitriche,lusitanica,2,0.9,"Pijnacker and Schotsman, 1988 (Ref. 266)",1995
Angiosperm,Phaseolus,glabellus,2,0.9,"Mercado-Ruaro and Kenton, 1993 (Ref. 269-K)",1995
Angiosperm,Vigna,subterranea,2,0.9,"Lakhanpaul and Babu, 1991 (Ref. 279)",1997
Angiosperm,Ipomoea,tenuissima,2,0.9,"Ozias-Akins and Jarret, 1994 (Ref. 288)",1997
Angiosperm,Crepis,fuliginosa,2,0.9,"Wallace et al., 1972 (Ref. 29)",1976
Angiosperm,Medicago,coerulea,4,0.9,"Marie and Brown, 1993 (Ref. 290)",1997
Angiosperm,Blighia,sapida,2,0.9,"Ohri, 1996 (Ref. 301)",1997
Angiosperm,Dendrobium,bigibbum,2,0.9,"Jones et al., 1998 (Ref. 307)",2000
Angiosperm,Plantago,serraria,2,0.9,"Sen and Sharma, 1990 (Ref. 388)",2005a
Algae,Acetabularia,crenulata,,0.9,"Kapraun and Buratti, 1998 (Ref. 13)",2005
Algae,Sphacelaria,rigidula,,0.9,"Kapraun, 2005 (Ref. 23)",2005
Algae,Sphacelaria,sp. 4315,,0.9,"Kapraun, 2005 (Ref. 23)",2005
Algae,Wrangelia,penicillata,,0.9,"Kapraun, 2005 (Ref. 23)",2005
Algae,Acetabularia,acetabulum,,0.9,"Singh, 1973 (Ref. 36)",2005
Angiosperm,Gossypium,raimondii,2,0.9,"Hendrix & Stewart, 2005 (Ref. 471)",2011
Angiosperm,Gossypium,klotzschianum,2,0.9,"Hendrix & Stewart, 2005 (Ref. 471)",2011
Angiosperm,Betula,alba,,0.9,"Horjales et al., 2003 (Ref. 489)",2011
Angiosperm,Lupinus,semperflorens,,0.9,"Naganowska et al., 2006 (Ref. 524)",2011
Angiosperm,Acacia,suaveolens,,0.9,"Morgan & Westoby, 2005 (Ref. 526)",2011
Angiosperm,Crataegus,hupehensis,,0.9,"Telent & Dickinson, 2005 (Ref. 527)",2011
Angiosperm,Veronica,vindobonensis,2,0.9,"Albach & Greilhuber, 2003 (Ref. 478)",2011
Angiosperm,Centaurea,diffusa,2,0.9,"Bancheva & Greilhuber, 2006 (Ref. 529)",2011
Angiosperm,Vinca,herbacea,,0.9,"Obermayer & Greilhuber, 2006 (Ref. 530)",2011
Angiosperm,Monanthes,anagensis,8,0.9,"Suda et al., 2005 (Ref. 552)",2011
Angiosperm,Phoenix,canariensis,2,0.9,"Suda et al., 2005 (Ref. 552)",2011
Angiosperm,Duchesnea,intermedia,4,0.9,"Kubesová et al., 2010 (Ref. 630)",2012
Angiosperm,Retama,sphaerocarpa,2,0.9,"Benmiloud-Mahieddine et al., 2011 (Ref. 671)",2012
Angiosperm,Veronica,officinalis,4,0.9,"Temsch et al., 2010 (Ref. 627)",2012
Angiosperm,Sixalix,atropurpurea,2,0.9,"Temsch and Greilhuber, 2010 (Ref. 652)",2012
Bryophyte,Bryum,procerum,,0.9,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Leucaena,greggii,2,0.91,"Hartman et al., 2000 (Ref. 425)",2005a
Angiosperm,Leucaena,salvadorensis,,0.91,"Hartman et al., 2000 (Ref. 425)",2005a
Angiosperm,Lupinus,lanatus,,0.91,"Naganowska et al., 2006 (Ref. 524)",2011
Angiosperm,Schiedea,helleri,,0.91,"Kapralov et al., 2009 (Ref. 684)",2012
Angiosperm,Mitriostigma,axillaris,2,0.91,"Ohri et al., 2004 (Ref. 501)",2011
Angiosperm,Begonia,serratipetala,,0.91,"Dewitte et al., 2009 (Ref. 618)",2012
Angiosperm,Cannabis,ruderalis,2,0.91,"Kubesová et al., 2010 (Ref. 630)",2012
Angiosperm,Wolffia,borealis,,0.91,"Wang et al., 2011 (Ref. 683)",2012
Angiosperm,Passiflora,suberosa,4,0.92,"Souza et al., 2004 (Ref. 467)",2011
Angiosperm,Acacia,oswaldii,,0.92,"Morgan & Westoby, 2005 (Ref. 526)",2011
Angiosperm,Microlaena,stipoides,4,0.92,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Curcuma,mangga,6,0.92,"Leong-Skornickova et al., 2007 (Ref. 562)",2011
Angiosperm,Atriplex,portulacoides,4,0.92,"Dolenc Koce et al., 2008 (Ref. 580)",2011
Angiosperm,Penstemon,cyananthus,2,0.92,"Broderick et al., 2011 (Ref. 648)",2012
Angiosperm,Turnera,krapovickasii,2,0.92,"Lopez et al., 2011 (Ref. 694)",2012
Bryophyte,Sphagnum,palustre,,0.92,"Temsch et al., 1998 (Ref. 2)",1998
Bryophyte,Brachythecium,rutabulum,,0.92,"Voglmayr H, 2010 (Ref. 1)",2000
Bryophyte,Sphagnum,olafii,,0.92,"Greilhuber et al., 2003 (Ref. 3)",2003a
Angiosperm,Atriplex,stipitata,,0.92,"Morgan & Westoby, 2005 (Ref. 526)",2011
Angiosperm,Curcuma,rubrobracteata,6,0.92,"Leong-Skornickova et al., 2007 (Ref. 562)",2011
Angiosperm,Penstemon,eriantherus,2,0.92,"Broderick et al., 2011 (Ref. 648)",2012
Angiosperm,Schiedea,ligustrina,,0.92,"Kapralov et al., 2009 (Ref. 684)",2012
Bryophyte,Plagiomnium,ciliare,,0.92,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Digitaria,iburua,,0.92,"Adoukonou-Sagbadja et al., 2007 (Ref. 556)",2011
Angiosperm,Melicope,ternata,,0.93,"Guerra M dos S., 1984 (Ref. 140)",1991
Angiosperm,Plantago,crypsoides,2,0.93,"Badr et al., 1987 (Ref. 173)",1995
Angiosperm,Nenax,microphylla,2,0.93,"Kiehn, 1986 (Ref. 175)",1995
Angiosperm,Lycopersicon,hirsutum,2,0.93,"Bennett and Smith, 1976 (Ref. 2)",1976
Angiosperm,Lycopersicon,humboldtii,2,0.93,"Bennett and Smith, 1976 (Ref. 2)",1976
Angiosperm,Cicer,judaicum,2,0.93,"Ohri and Pal, 1991 (Ref. 210)",1995
Angiosperm,Persea,americana,2,0.93,"Arumuganathan and Earle, 1991 (Ref. 227)",1995
Angiosperm,Prunus,domestica,6,0.93,"Arumuganathan and Earle, 1991 (Ref. 227)",1995
Angiosperm,Lycopersicon,cheesemanii,2,0.93,"Arumuganathan and Earle, 1991 (Ref. 227)",1995
Angiosperm,Spiraea,sargentiana,,0.93,"Dickson et al., 1992 (Ref. 262)",1995
Angiosperm,Rosa,spinosissima,4,0.93,"Yokoya et al., 2000 (Ref. 346)",2000
Angiosperm,Berberis,serrato-dentata,2,0.93,"Bottini et al., 1998 (Ref. 353)",2000
Angiosperm,Quercus,robur,2,0.93,"Favre and Brown, 1996 (Ref. 366)",2000
Angiosperm,Quercus,pubescens,2,0.93,"Favre and Brown, 1996 (Ref. 366)",2000
Angiosperm,Drosera,linearis,2,0.93,"Rothfels and Heimburg, 1968 (Ref. 39)",1976
Angiosperm,Lupinus,angustifolius,2,0.93,"Barlow, 1981 (Ref. 58)",1982
Angiosperm,Oryza,granulata,2,0.93,"Iyengar and Sen, 1978 (Ref. 95)",1982
Bryophyte,Bryum,argenteum,,0.93,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Crocosmia,masonorum,,0.93,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Crambe,scaberrima,6,0.93,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Dracaena,draco,4,0.93,"Suda et al., 2005 (Ref. 552)",2011
Angiosperm,Schiedea,obovata (= Alsinidendron obovata),,0.93,"Kapralov et al., 2009 (Ref. 684)",2012
Angiosperm,Colubrina,asiatica,,0.93,"Ohri et al., 2004 (Ref. 501)",2011
Bryophyte,Sphagnum,papillosum,,0.93,"Temsch et al., 1998 (Ref. 2)",1998
Angiosperm,Gossypium,turneri,2,0.93,"Hendrix & Stewart, 2005 (Ref. 471)",2011
Angiosperm,Gossypium,davidsonii,2,0.93,"Hendrix & Stewart, 2005 (Ref. 471)",2011
Angiosperm,Gossypium,harknessii,2,0.93,"Hendrix & Stewart, 2005 (Ref. 471)",2011
Angiosperm,Lupinus,cryptanthus,2,0.93,"Naganowska et al., 2003 (Ref. 520)",2011
Angiosperm,Lupinus,multiflorus,,0.93,"Naganowska et al., 2006 (Ref. 524)",2011
Angiosperm,Hakea,teretifolia,,0.93,"Morgan & Westoby, 2005 (Ref. 526)",2011
Angiosperm,Crambe,arborea,6,0.93,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Veronica,kellererii,2,0.93,"Albach & Greilhuber, 2003 (Ref. 478)",2011
Angiosperm,Curcuma,amada,6,0.93,"Leong-Skornickova et al., 2007 (Ref. 562)",2011
Angiosperm,Curcuma,aromatica,6,0.93,"Leong-Skornickova et al., 2007 (Ref. 562)",2011
Angiosperm,Fosterella,villosula,,0.93,"Ebert & Till, 1997 (Ref. 575)",2011
Angiosperm,Fosterella,penduliflora,,0.93,"Ebert & Till, 1997 (Ref. 575)",2011
Angiosperm,Begonia,brevirimosa,,0.93,"Dewitte et al., 2009 (Ref. 618)",2012
Angiosperm,Rosa,pendulina,4,0.93,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Angiosperm,Penstemon,nitidus,2,0.93,"Broderick et al., 2011 (Ref. 648)",2012
Angiosperm,Paspalum,quadrifarium,2,0.93,"Vaio et al., 2007 (Ref. 695)",2012
Angiosperm,Digitaria,longiflora,,0.93,"Adoukonou-Sagbadja et al., 2007 (Ref. 556)",2011
Angiosperm,Lupinus,magnistipulatus,,0.94,"Naganowska et al., 2006 (Ref. 524)",2011
Angiosperm,Phyllota,phylicoides,,0.94,"Morgan & Westoby, 2005 (Ref. 526)",2011
Angiosperm,Kickxia,scoaria,2,0.94,"Suda et al., 2005 (Ref. 552)",2011
Angiosperm,Curcuma,prakasha,6,0.94,"Leong-Skornickova et al., 2007 (Ref. 562)",2011
Angiosperm,Curcuma,rubescens,6,0.94,"Leong-Skornickova et al., 2007 (Ref. 562)",2011
Angiosperm,Stachys,iva,,0.94,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Angiosperm,Schiedea,spergulina,,0.94,"Kapralov et al., 2009 (Ref. 684)",2012
Bryophyte,Sphagnum,russowii,,0.94,"Temsch et al., 1998 (Ref. 2)",1998
Angiosperm,Gossypium,aridum,2,0.94,"Hendrix & Stewart, 2005 (Ref. 471)",2011
Angiosperm,Ribes,uva-crispa,2,0.94,"Chiche et al., 2003 (Ref. 507)",2011
Angiosperm,Lupinus,linifolius,2,0.94,"Naganowska et al., 2003 (Ref. 520)",2011
Angiosperm,Crataegus,brachyacantha,,0.94,"Telent & Dickinson, 2005 (Ref. 527)",2011
Angiosperm,Luzula,multiflora,4,0.94,"Bacic et al., 2007 (Ref. 572)",2011
Angiosperm,Euonymus,europaeus,4,0.94,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Angiosperm,Buddleja,lindleyana,2,0.94,"Van Laere et al., 2009 (Ref. 693)",2012
Angiosperm,Protium,serratum,,0.94,"Ohri, 2002 (Ref. 454)",2005a
Angiosperm,Hakea,tephrosperma,,0.95,"Morgan & Westoby, 2005 (Ref. 526)",2011
Angiosperm,Anemanthele,lessoniana,4,0.95,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Cassia,artemisioides,,0.95,"Sliwinska et al., 2009 (Ref. 624)",2012
Angiosperm,Euryale,ferox,,0.95,"Diao et al., 2006 (Ref. 626)",2012
Angiosperm,Minuartia,graminifolia,,0.95,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Angiosperm,Retama,monosperma,2,0.95,"Benmiloud-Mahieddine et al., 2011 (Ref. 671)",2012
Angiosperm,Coleonema,album,,0.95,"Guerra M dos S., 1984 (Ref. 140)",1991
Angiosperm,Phoenix,dactylifera,2,0.95,"Olszewska and Osiecka, 1982 (Ref. 155)",1991
Angiosperm,Glycine,canescens,2,0.95,"Hammatt et al., 1991 (Ref. 165)",1995
Angiosperm,Sisyrinchium,convolutum,4,0.95,"Kenton et al., 1986 (Ref. 177)",1995
Angiosperm,Gleditsia,ferox,2,0.95,"Ohri and Kumar, 1986 (Ref. 185)",1995
Angiosperm,Cicer,arietinum,2,0.95,"Bennett and Smith, 1976 (Ref. 2)",1976
Angiosperm,Cryptocoryne,lingua,,0.95,"Baum et al., 1989 (Ref. 269-D)",1995
Angiosperm,Cryptocoryne,nevilli,,0.95,"Baum et al., 1989 (Ref. 269-D)",1995
Angiosperm,Limnophila,sessiliflora,,0.95,"Baum et al., 1989 (Ref. 269-D)",1995
Angiosperm,Trifolium,bilineatum,,0.95,"Akmal, 1989 (Ref. 269-F)",1995
Angiosperm,Trifolium,quartinianum,,0.95,"Akmal, 1989 (Ref. 269-F)",1995
Angiosperm,Trifolium,steudneri,2,0.95,"Akmal, 1989 (Ref. 269-F)",1995
Angiosperm,Trifolium,uniflorum,2,0.95,"Akmal, 1989 (Ref. 269-F)",1995
Angiosperm,Phaseolus,pluriflorus,2,0.95,"Mercado-Ruaro and Kenton, 1993 (Ref. 269-K)",1995
Angiosperm,Carludovica,drudeii,,0.95,"Bharathan et al., 1994 (Ref. 272)",1997
Angiosperm,Cyclanthus,bipartitus,,0.95,"Bharathan et al., 1994 (Ref. 272)",1997
Angiosperm,Cadetia,taylori,,0.95,"Jones et al., 1998 (Ref. 307)",2000
Angiosperm,Dendrobium,affine,2,0.95,"Jones et al., 1998 (Ref. 307)",2000
Angiosperm,Dendrobium,forbesii,2,0.95,"Jones et al., 1998 (Ref. 307)",2000
Angiosperm,Dendrobium,taurinum,2,0.95,"Jones et al., 1998 (Ref. 307)",2000
Angiosperm,Dendrobium,macrophyllum,2,0.95,"Jones et al., 1998 (Ref. 307)",2000
Angiosperm,Pennisetum,alopecuroides,2,0.95,"Martel et al., 1997 (Ref. 308)",2000
Angiosperm,Acacia,raddiana,6,0.95,"Bukhari, 1997 (Ref. 320)",2000
Angiosperm,Quercus,suber,2,0.95,"Zoldos et al., 1998 (Ref. 323)",2000
Angiosperm,Quercus,cerris,2,0.95,"Zoldos et al., 1998 (Ref. 323)",2000
Angiosperm,Rosa,latibracteata,4,0.95,"Yokoya et al., 2000 (Ref. 346)",2000
Angiosperm,Luzula,nivea,,0.95,"Barlow and Nevin, 1976 (Ref. 36)",1976
Angiosperm,Ipomoea,aquatica,2,0.95,"Bennett et al., 1998 (Ref. 375)",2000
Angiosperm,Amaranthus,spinosus,2,0.95,"Bennett et al., 1998 (Ref. 375)",2000
Angiosperm,Drosera,intermedia,2,0.95,"Rothfels and Heimburg, 1968 (Ref. 39)",1976
Angiosperm,Atriplex,rosea,2,0.95,"Bennett MD, Smith JB, Heslop-Harrison, 1982 (Ref. 55)",1982
Angiosperm,Crotalaria,grahamiana,2,0.95,"Gupta, 1976 (Ref. 65)",1982
Angiosperm,Cucumis,melo,,0.95,"Ingle et al., 1975 (Ref. 69)",1982
Angiosperm,Phaseolus,grayanus,2,0.95,"Nagl and Treviranus, 1995 (Ref. 390)",2005a
Angiosperm,Cienfuegosia,tripartita,2,0.95,"Wendel et al., 2002 (Ref. 444)",2005a
Angiosperm,Allocasuarina,verticillata,2,0.95,"Schwencke et al., 1998 (Ref. 452)",2005a
Algae,Halicoryne,wrightii,,0.95,"Kapraun and Buratti, 1998 (Ref. 13)",2005
Algae,Polysiphonia,denudata,,0.95,"Kapraun, 1993 (Ref. 27)",2005
Bryophyte,Sphagnum,articum,,0.95,"Greilhuber et al., 2003 (Ref. 3)",2003a
Angiosperm,Lonicera,nitida,,0.95,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Lupinus,mutabilis,2,0.95,"Naganowska et al., 2003 (Ref. 520)",2011
Angiosperm,Crambe,laevigata,6,0.95,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Veronica,peregrina,6,0.95,"Albach & Greilhuber, 2003 (Ref. 478)",2011
Bryophyte,Bazzania,trilobata,,0.95,"Temsch et al., 2010 (Ref. 4)",2010a
Angiosperm,Oxybaphus,nyctagineus,6,0.95,"Kubesová et al., 2010 (Ref. 630)",2012
Angiosperm,Cerinthe,tristis,,0.95,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Angiosperm,Retama,raetam,2,0.95,"Benmiloud-Mahieddine et al., 2011 (Ref. 671)",2012
Angiosperm,Schiedea,salicaria,,0.95,"Kapralov et al., 2009 (Ref. 684)",2012
Bryophyte,Sphagnum,palustre,,0.95,"Temsch et al., 1998 (Ref. 2)",1998
Angiosperm,Sesamum,latifolium,4,0.95,"Hiremath et al., 2001 (Ref. 446)",2005a
Bryophyte,Rhodobryum,roseum,,0.95,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Calibrachoa,parviflora,2,0.96,"Mishiba et al., 2000 (Ref. 387)",2005a
Angiosperm,Crocosmia,fucata,,0.96,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Gossypium,laxum,2,0.96,"Hendrix & Stewart, 2005 (Ref. 471)",2011
Angiosperm,Gossypium,lobatum,2,0.96,"Hendrix & Stewart, 2005 (Ref. 471)",2011
Angiosperm,Lupinus,reitzii,,0.96,"Naganowska et al., 2006 (Ref. 524)",2011
Angiosperm,Schiedea,kauaiensis,,0.96,"Kapralov et al., 2009 (Ref. 684)",2012
Angiosperm,Leontodon,incanus,2,0.96,"Temsch et al., 2010 (Ref. 627)",2012
Angiosperm,Cicca,acida,,0.96,"Ohri, 2002 (Ref. 454)",2005a
Angiosperm,Ribes,petraeum,2,0.96,"Chiche et al., 2003 (Ref. 507)",2011
Angiosperm,Taraxacum,glaciale,2,0.96,"Závesky et al., 2005 (Ref. 514)",2011
Angiosperm,Acacia,floribunda,,0.96,"Morgan & Westoby, 2005 (Ref. 526)",2011
Angiosperm,Peltaria,emarginata,2,0.96,"Lysák et al., 2009 (Ref. 599)",2011
Angiosperm,Schiedea,hookeri,,0.96,"Kapralov et al., 2009 (Ref. 684)",2012
Bryophyte,Rhodobryum,ontariense,,0.97,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Cytisus,striatus,,0.97,"Horjales et al., 2003 (Ref. 489)",2011
Angiosperm,Hakea,dactyloides,,0.97,"Morgan & Westoby, 2005 (Ref. 526)",2011
Angiosperm,Nelumbo,lutea,2,0.97,"Diao et al., 2006 (Ref. 626)",2012
Angiosperm,Onosma,dalmatica,,0.97,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Angiosperm,Scabiosa,leuchopylla,2,0.97,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Angiosperm,Sesamum,indicum,2,0.97,"Hiremath et al., 2001 (Ref. 446)",2005a
Angiosperm,Mitragyna,parviflora,4,0.97,"Ohri et al., 2004 (Ref. 501)",2011
Angiosperm,Ribes,rubrum,2,0.97,"Chiche et al., 2003 (Ref. 507)",2011
Angiosperm,Melaleuca,quinquenervia,,0.97,"Morgan & Westoby, 2005 (Ref. 526)",2011
Angiosperm,Crataegus,viburnifolia,,0.97,"Telent & Dickinson, 2005 (Ref. 527)",2011
Angiosperm,Acanthus,mollis,,0.97,"Vesely et al., 2011 (Ref. 675)",2012
Angiosperm,Solanum,melongena,2,0.98,"Bennett et al., 1976 (Ref. 108)",1991
Angiosperm,Solanum,seaforthianum,2,0.98,"Bennett et al., 1976 (Ref. 108)",1991
Angiosperm,Hydrocotyle,vulgaris,,0.98,"Band, 1984 (Ref. 154)",1991
Angiosperm,Fraxinus,excelsior,2,0.98,"Band, 1984 (Ref. 154)",1991
Angiosperm,Anthospermum,spathulatum,2,0.98,"Kiehn, 1986 (Ref. 175)",1995
Angiosperm,Piper,sylvestre,4,0.98,"Samuel et al., 1986 (Ref. 180)",1995
Angiosperm,Senecio,aetnensis,2,0.98,"Bennett and Smith, 1976 (Ref. 2)",1976
Angiosperm,Fallopia,baldschuanica,2,0.98,"Bailey and Stace, 1992 (Ref. 213)",1995
Angiosperm,Eichhornia,crassipes,4,0.98,"Baum et al., 1989 (Ref. 269-D)",1995
Angiosperm,Phytelephas,aequatorialis,2,0.98,"Röser et al., 1997 (Ref. 271)",1997
Angiosperm,Casimiroa,edulis,4,0.98,"Ohri, 1996 (Ref. 301)",1997
Angiosperm,Mollinedia,sp.,,0.98,"Morawetz and Samuel, 1998 (Ref. 341)",2000
Angiosperm,Calycanthus,chemonanthis,,0.98,"Morawetz and Samuel, 1998 (Ref. 341)",2000
Angiosperm,Rosa,bella,4,0.98,"Yokoya et al., 2000 (Ref. 346)",2000
Angiosperm,Rosa,foetida,4,0.98,"Yokoya et al., 2000 (Ref. 346)",2000
Angiosperm,Rosa,virginiana,4,0.98,"Yokoya et al., 2000 (Ref. 346)",2000
Angiosperm,Rosa,fedtschenkoana,4,0.98,"Yokoya et al., 2000 (Ref. 346)",2000
Angiosperm,Sida,spinosa,,0.98,"Bennett et al., 1998 (Ref. 375)",2000
Angiosperm,Crotalaria,retusa,2,0.98,"Gupta, 1976 (Ref. 65)",1982
Angiosperm,Crotalaria,sericea,2,0.98,"Gupta, 1976 (Ref. 65)",1982
Angiosperm,Clarkia,biloba,2,0.98,"Narayan, 1978 (Ref. 77)",1982
Angiosperm,Hydrangea,quercifolia,2,0.98,"Cerbah et al., 2001 (Ref. 397)",2005a
Angiosperm,Draba,lactea,6,0.98,"Grundt et al., 2005 (Ref. 505)",2011
Angiosperm,Genista,radiata,2,0.98,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Angiosperm,Digitaria,exilis,4,0.98,"Adoukonou-Sagbadja et al., 2007 (Ref. 556)",2011
Angiosperm,Castanea,sativa,,0.98,"Barow & Meister, 2003 (Ref. 492)",2011
Angiosperm,Senecio,palmensis,2,0.98,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Pereskia,grandifolia,2,0.98,"Negron-Ortiz, 2007 (Ref. 557)",2011
Angiosperm,Nopalea,cochenillifera,2,0.98,"Negron-Ortiz, 2007 (Ref. 557)",2011
Angiosperm,Curcuma,roscoeana,6,0.98,"Leong-Skornickova et al., 2007 (Ref. 562)",2011
Angiosperm,Olneya,tesota,,0.98,"Sliwinska et al., 2009 (Ref. 624)",2012
Angiosperm,Lagerstroemia,tomentosa,,0.99,"Ohri, 2002 (Ref. 454)",2005a
Angiosperm,Cardamine,yezoensis,10,0.99,"Marhold et al., 2010 (Ref. 621)",2012
Angiosperm,Fraxinus,ornus,2,0.99,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Angiosperm,Centranthus,macrosiphon,4,0.99,"Hidalgo et al., 2010 (Ref. 638)",2012
Angiosperm,Ochna,serrulata,,0.99,"Garcia S. et al., 2010 (Ref. 664)",2012
Angiosperm,Madhuca,longifolia,,0.99,"Ohri et al., 2004 (Ref. 501)",2011
Angiosperm,Ecdeiocolea,monostachya,,0.99,"Hanson et al., 2005 (Ref. 612)",2011
Angiosperm,Schiedea,perlmanii,,0.99,"Kapralov et al., 2009 (Ref. 684)",2012
Angiosperm,Crataegus,sargentii,,0.99,"Telent & Dickinson, 2005 (Ref. 527)",2011
Angiosperm,Crambe,strigosa,6,0.99,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Wolffiella,hyalina,,0.99,"Wang et al., 2011 (Ref. 683)",2012
Angiosperm,Crocosmia,paniculata,,1,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Lambertia,formosa,,1,"Morgan & Westoby, 2005 (Ref. 526)",2011
Angiosperm,Isoplexis,canariensis,8,1,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Petteria,ramentacea,,1,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Angiosperm,Schiedea,haleakalensis,,1,"Kapralov et al., 2009 (Ref. 684)",2012
Angiosperm,Carex,panicea,,1,"Grime et al., 1985 (Ref. 133)",1991
Angiosperm,Galium,sterneri,4,1,"Grime et al., 1985 (Ref. 133)",1991
Angiosperm,Lonicera,coerulea,,1,"Olszewska and Osiecka, 1984 (Ref. 157)",1991
Angiosperm,Glycine,tabacina,2,1,"Hammatt et al., 1991 (Ref. 165)",1995
Angiosperm,Glycine,microphylla,2,1,"Hammatt et al., 1991 (Ref. 165)",1995
Angiosperm,Vigna,glabrescens,4,1,"Parida et al., 1990 (Ref. 166)",1995
Angiosperm,Lupinus,luteus,,1,"Bennett and Smith, 1976 (Ref. 2)",1976
Angiosperm,Lycopersicon,racemiflorum,2,1,"Bennett and Smith, 1976 (Ref. 2)",1976
Angiosperm,Vetiveria,zizanioides,2,1,"Lavania, 1985 (Ref. 241)",1995
Angiosperm,Daucus,carota,2,1,"Owens, 1974 (Ref. 25)",1976
Angiosperm,Phytelephas,macrocarpa,2,1,"Röser et al., 1997 (Ref. 271)",1997
Angiosperm,Monocostus,uniflorus,,1,"Bharathan et al., 1994 (Ref. 272)",1997
Angiosperm,Ipomoea,purpurea,2,1,"Ozias-Akins and Jarret, 1994 (Ref. 288)",1997
Angiosperm,Ipomoea,wrightii,2,1,"Ozias-Akins and Jarret, 1994 (Ref. 288)",1997
Angiosperm,Ipomoea,pes-tigridus,2,1,"Ozias-Akins and Jarret, 1994 (Ref. 288)",1997
Angiosperm,Phragmites,australis,2,1,"Marie and Brown, 1993 (Ref. 290)",1997
Angiosperm,Phyllanthus,distichus,2,1,"Ohri, 1996 (Ref. 301)",1997
Angiosperm,Dendrobium,schulleri,2,1,"Jones et al., 1998 (Ref. 307)",2000
Angiosperm,Dendrobium,phalaenopsis,2,1,"Jones et al., 1998 (Ref. 307)",2000
Angiosperm,Quercus,ilex,2,1,"Zoldos et al., 1998 (Ref. 323)",2000
Angiosperm,Quercus,coccifera,2,1,"Zoldos et al., 1998 (Ref. 323)",2000
Angiosperm,Xylopia,sp.,,1,"Morawetz and Samuel, 1998 (Ref. 341)",2000
Angiosperm,Annona,cacans,2,1,"Morawetz and Samuel, 1998 (Ref. 341)",2000
Angiosperm,Annona,lutescens,4,1,"Morawetz and Samuel, 1998 (Ref. 341)",2000
Angiosperm,Guatteria,schlechtendaliana,4,1,"Morawetz and Samuel, 1998 (Ref. 341)",2000
Angiosperm,Oryza,grandiglumis,4,1,"Martínez et al., 1994 (Ref. 365)",2000
Angiosperm,Cassia,obtusifolia,,1,"Bennett et al., 1998 (Ref. 375)",2000
Angiosperm,Amsinckia,douglasiana,,1,"Hanson et al., 1999 (Ref. 377)",2000
Angiosperm,Crotalaria,intermedia,2,1,"Gupta, 1976 (Ref. 65)",1982
Angiosperm,Silene,coeli-rosa,,1,"Miller and Lyndon, 1977 (Ref. 74)",1982
Angiosperm,Gossypioides,raimondii,2,1,"Wendel et al., 2002 (Ref. 444)",2005a
Angiosperm,Cienfuegosia,yucatanensis,2,1,"Wendel et al., 2002 (Ref. 444)",2005a
Algae,Antithamnion,villosum,,1,"Kapraun and Dunwoody, 2002 (Ref. 11)",2005
Algae,Cephaleuros,virescens,,1,"Lopez-Bautista et al., 2000 (Ref. 31)",2005
Angiosperm,Lupinus,mexicanus,,1,"Naganowska et al., 2006 (Ref. 524)",2011
Angiosperm,Crataegus,collina,,1,"Telent & Dickinson, 2005 (Ref. 527)",2011
Angiosperm,Cardamine,schinziana,8,1,"Marhold et al., 2010 (Ref. 621)",2012
Angiosperm,Crocosmia,aurea,,1.01,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Einadia,nutans,,1.01,"Morgan & Westoby, 2005 (Ref. 526)",2011
Angiosperm,Crataegus,aprica,3,1.01,"Telent & Dickinson, 2005 (Ref. 527)",2011
Angiosperm,Cardamine,x ferrarii,5,1.01,"Lihova et al., 2006 (Ref. 537)",2011
